保存日期:2026.7.13,标定数据版本号,D4AYA-SFB8-300-E0-170719
Time,ESPD_Value(rpm),Cy_judge_OK(),APP_Value(%),APP_Trq_Pct(%),Trq_Tgt_Pct(%),TPS_Tgt(%),TPS_Value(%),TIP_Tgt(kPa),TIP_Value(kPa),MAP_Value(kPa),WGV_PWM_DuCy(%),Air_Flow(kg/h),Fuel_Flow(kg/h),Fuel_In(mg/Inj),Lam_Tgt(),Lam_Value(),LamCL_Mult(%),LamAL_Mult(%),Inj_PW(ms),Spk_Adv(CAD),NGP_Value(kPa)
保存时间,发动机转速(rpm),判缸成功标志(),油门开度(%),油门扭矩百分比(%),最终扭矩百分比(%),节气门开度目标(%),节气门开度(%),增压压力目标(kPa),增压压力(kPa),进气歧管压力(kPa),废气旁通控制阀占空比(%),空气质量流量(kg/h),燃气质量流量(kg/h),一组喷嘴一次喷射质量(mg/Inj),过量空气系数目标(),过量空气系数(),空燃比闭环喷射量补偿(%),空燃比自适应喷射量补偿(%),燃气喷射脉宽(ms),点火提前角(CAD),喷嘴前燃气压力(kPa)
790.064s,1428,1,51.3,62.84,62.67,70.44,70.69,138.46,104.16,105.25,100.0,190.944,8.856,52.61,1.227,1.315,1.4,5.6,11.845,27.10,530.4
790.118s,1439,1,42.1,62.84,62.67,70.44,70.69,138.46,104.16,105.25,100.0,190.944,8.856,52.61,1.227,1.315,1.4,5.6,11.845,27.10,520.1
790.172s,1439,1,42.1,47.69,47.15,36.80,70.69,138.46,104.16,105.25,100.0,190.944,8.856,52.61,1.227,1.315,1.4,5.6,11.845,27.10,520.1
790.226s,1439,1,42.1,47.69,47.15,36.80,35.62,115.86,118.25,105.25,100.0,190.944,8.856,52.61,1.227,1.315,1.4,5.6,11.845,27.10,520.1
790.280s,1439,1,42.1,47.69,47.15,36.80,35.62,115.86,118.25,100.11,99.6,147.060,7.884,52.61,1.227,1.315,1.4,5.6,11.845,27.10,520.1
790.334s,1439,1,42.1,47.69,47.15,36.80,35.62,115.86,118.25,100.11,99.6,147.060,7.884,45.67,1.230,1.297,1.4,5.6,11.845,27.10,520.1
790.388s,1439,1,42.1,47.69,47.15,36.80,35.62,115.86,118.25,100.11,99.6,147.060,7.884,45.67,1.230,1.297,1.7,5.2,8.825,24.97,520.1
790.442s,1446,1,42.1,47.69,47.15,36.80,35.62,115.86,118.25,100.11,99.6,147.060,7.884,45.67,1.230,1.297,1.7,5.2,8.825,24.97,526.4
790.496s,1446,1,39.3,41.59,41.32,36.80,35.62,115.86,118.25,100.11,99.6,147.060,7.884,45.67,1.230,1.297,1.7,5.2,8.825,24.97,526.4
790.550s,1446,1,39.3,41.59,41.32,30.00,29.49,108.54,108.45,100.11,99.6,147.060,7.884,45.67,1.230,1.297,1.7,5.2,8.825,24.97,526.4
790.604s,1446,1,39.3,41.59,41.32,30.00,29.49,108.54,108.45,76.06,99.5,114.552,7.884,45.67,1.230,1.297,1.7,5.2,8.825,24.97,526.4
790.658s,1446,1,39.3,41.59,41.32,30.00,29.49,108.54,108.45,76.06,99.5,114.552,5.616,22.35,1.232,1.297,1.7,5.2,8.825,24.97,526.4
790.712s,1446,1,39.3,41.59,41.32,30.00,29.49,108.54,108.45,76.06,99.5,114.552,5.616,22.35,1.232,1.228,1.7,4.1,4.494,24.97,526.4
790.766s,1448,1,39.3,41.59,41.32,30.00,29.49,108.54,108.45,76.06,99.5,114.552,5.616,22.35,1.232,1.228,1.7,4.1,4.494,15.46,547.6
790.820s,1448,1,34.2,29.32,41.32,30.00,29.49,108.54,108.45,76.06,99.5,114.552,5.616,22.35,1.232,1.228,1.7,4.1,4.494,15.46,547.6
790.874s,1448,1,34.2,29.32,29.32,24.25,24.02,99.43,108.45,76.06,99.5,114.552,5.616,22.35,1.232,1.228,1.7,4.1,4.494,15.46,547.6
790.928s,1448,1,34.2,29.32,29.32,24.25,24.02,99.43,102.41,52.40,99.9,114.552,5.616,22.35,1.232,1.228,1.7,4.1,4.494,15.46,547.6
790.982s,1448,1,34.2,29.32,29.32,24.25,24.02,99.43,102.41,52.40,99.9,79.452,3.744,22.18,1.243,1.228,1.7,4.1,4.494,15.46,547.6
791.036s,1448,1,34.2,29.32,29.32,24.25,24.02,99.43,102.41,52.40,99.9,79.452,3.744,22.18,1.243,1.186,1.7,1.2,4.494,15.46,547.6
791.090s,1448,1,34.2,29.32,29.32,24.25,24.02,99.43,102.41,52.40,99.9,79.452,3.744,22.18,1.243,1.186,1.7,1.2,5.122,15.26,574.1
791.144s,1447,1,36.0,35.12,29.32,24.25,24.02,99.43,102.41,52.40,99.9,79.452,3.744,22.18,1.243,1.186,1.7,1.2,5.122,15.26,574.1
791.198s,1447,1,36.0,35.12,35.16,29.40,30.29,99.43,102.41,52.40,99.9,79.452,3.744,22.18,1.243,1.186,1.7,1.2,5.122,15.26,574.1
791.252s,1447,1,36.0,35.12,35.16,29.40,30.29,103.73,96.46,65.75,100.0,79.452,3.744,22.18,1.243,1.186,1.7,1.2,5.122,15.26,574.1
791.306s,1447,1,36.0,35.12,35.16,29.40,30.29,103.73,96.46,65.75,100.0,118.512,5.652,32.54,1.243,1.186,1.7,1.2,5.122,15.26,574.1
791.360s,1447,1,36.0,35.12,35.16,29.40,30.29,103.73,96.46,65.75,100.0,118.512,5.652,32.54,1.239,1.250,1.5,1.2,5.122,15.26,574.1
791.414s,1447,1,36.0,35.12,35.16,29.40,30.29,103.73,96.46,65.75,100.0,118.512,5.652,32.54,1.239,1.250,1.5,4.4,6.253,16.06,577.2
791.468s,1450,1,34.3,35.12,35.16,29.40,30.29,103.73,96.46,65.75,100.0,118.512,5.652,32.54,1.239,1.250,1.5,4.4,6.253,16.06,577.2
791.522s,1450,1,34.3,29.31,28.28,25.12,30.29,103.73,96.46,65.75,100.0,118.512,5.652,32.54,1.239,1.250,1.5,4.4,6.253,16.06,577.2
791.576s,1450,1,34.3,29.31,28.28,25.12,22.98,92.40,97.68,55.38,100.0,118.512,5.652,32.54,1.239,1.250,1.5,4.4,6.253,16.06,577.2
791.630s,1450,1,34.3,29.31,28.28,25.12,22.98,92.40,97.68,55.38,99.8,48.168,2.628,32.54,1.239,1.250,1.5,4.4,6.253,16.06,577.2
791.684s,1450,1,34.3,29.31,28.28,25.12,22.98,92.40,97.68,55.38,99.8,48.168,2.628,14.20,1.252,1.242,1.6,4.4,6.253,16.06,577.2
791.738s,1450,1,34.3,29.31,28.28,25.12,22.98,92.40,97.68,55.38,99.8,48.168,2.628,14.20,1.252,1.242,1.6,-0.9,3.181,14.43,577.2
791.792s,1443,1,34.3,29.31,28.28,25.12,22.98,92.40,97.68,55.38,99.8,48.168,2.628,14.20,1.252,1.242,1.6,-0.9,3.181,14.43,583.6
791.846s,1443,1,28.5,15.55,15.62,17.96,22.98,92.40,97.68,55.38,99.8,48.168,2.628,14.20,1.252,1.242,1.6,-0.9,3.181,14.43,583.6
791.900s,1443,1,28.5,15.55,15.62,17.96,17.52,77.90,98.12,55.38,99.8,48.168,2.628,14.20,1.252,1.242,1.6,-0.9,3.181,14.43,583.6
791.954s,1443,1,28.5,15.55,15.62,17.96,17.52,77.90,98.12,30.05,96.9,33.228,2.628,14.20,1.252,1.242,1.6,-0.9,3.181,14.43,583.6
792.008s,1443,1,28.5,15.55,15.62,17.96,17.52,77.90,98.12,30.05,96.9,33.228,1.656,9.94,1.250,1.200,1.6,-0.9,3.181,14.43,583.6
792.062s,1443,1,28.5,15.55,15.62,17.96,17.52,77.90,98.12,30.05,96.9,33.228,1.656,9.94,1.250,1.200,1.5,-4.4,2.378,14.43,583.6
792.116s,1437,1,28.5,15.55,15.62,17.96,17.52,77.90,98.12,30.05,96.9,33.228,1.656,9.94,1.250,1.200,1.5,-4.4,2.378,13.82,603.3
792.170s,1437,1,27.8,14.79,15.23,17.96,17.52,77.90,98.12,30.05,96.9,33.228,1.656,9.94,1.250,1.200,1.5,-4.4,2.378,13.82,603.3
792.224s,1437,1,27.8,14.79,15.23,17.96,17.65,77.79,98.12,30.05,96.9,33.228,1.656,9.94,1.250,1.200,1.5,-4.4,2.378,13.82,603.3
792.278s,1437,1,27.8,14.79,15.23,17.96,17.65,77.79,96.02,25.90,97.9,38.952,1.656,9.94,1.250,1.200,1.5,-4.4,2.378,13.82,603.3
792.332s,1437,1,27.8,14.79,15.23,17.96,17.65,77.79,96.02,25.90,97.9,38.952,1.692,10.48,1.250,1.200,1.5,-4.4,2.378,13.82,603.3
792.386s,1437,1,27.8,14.79,15.23,17.96,17.65,77.79,96.02,25.90,97.9,38.952,1.692,10.48,1.250,1.200,1.4,-4.7,2.378,13.82,603.3
792.440s,1429,1,27.8,14.79,15.23,17.96,17.65,77.79,96.02,25.90,97.9,38.952,1.692,10.48,1.250,1.200,1.4,-4.7,3.415,13.56,605.8
792.494s,1429,1,33.1,29.01,15.23,17.96,17.65,77.79,96.02,25.90,97.9,38.952,1.692,10.48,1.250,1.200,1.4,-4.7,3.415,13.56,605.8
792.548s,1429,1,33.1,29.01,31.16,26.90,26.90,77.79,96.02,25.90,97.9,38.952,1.692,10.48,1.250,1.200,1.4,-4.7,3.415,13.56,605.8
792.602s,1429,1,33.1,29.01,31.16,26.90,26.90,104.13,93.48,46.49,100.0,38.952,1.692,10.48,1.250,1.200,1.4,-4.7,3.415,13.56,605.8
792.656s,1429,1,33.1,29.01,31.16,26.90,26.90,104.13,93.48,46.49,100.0,136.152,9.000,57.04,1.250,1.200,1.4,-4.7,3.415,13.56,605.8
792.710s,1429,1,33.1,29.01,31.16,26.90,26.90,104.13,93.48,46.49,100.0,136.152,9.000,57.04,1.251,1.243,0.0,5.2,3.415,13.56,605.8
792.764s,1429,1,33.1,29.01,31.16,26.90,26.90,104.13,93.48,46.49,100.0,136.152,9.000,57.04,1.251,1.243,0.0,5.2,10.435,25.34,580.9
792.818s,1429,1,46.6,29.01,31.16,26.90,26.90,104.13,93.48,46.49,100.0,136.152,9.000,57.04,1.251,1.243,0.0,5.2,10.435,25.34,580.9
792.872s,1429,1,46.6,57.15,57.65,70.39,70.42,104.13,93.48,46.49,100.0,136.152,9.000,57.04,1.251,1.243,0.0,5.2,10.435,25.34,580.9
792.926s,1429,1,46.6,57.15,57.65,70.39,70.42,131.63,93.83,95.04,100.0,136.152,9.000,57.04,1.251,1.243,0.0,5.2,10.435,25.34,580.9
792.980s,1429,1,46.6,57.15,57.65,70.39,70.42,131.63,93.83,95.04,100.0,174.528,8.928,57.04,1.251,1.243,0.0,5.2,10.435,25.34,580.9
793.034s,1429,1,46.6,57.15,57.65,70.39,70.42,131.63,93.83,95.04,100.0,174.528,8.928,54.56,1.219,1.309,0.0,5.2,10.435,25.34,580.9
793.088s,1429,1,46.6,57.15,57.65,70.39,70.42,131.63,93.83,95.04,100.0,174.528,8.928,54.56,1.219,1.309,0.0,4.9,10.244,25.62,580.9
793.142s,1429,1,54.8,57.15,57.65,70.39,70.42,131.63,93.83,95.04,100.0,174.528,8.928,54.56,1.219,1.309,0.0,4.9,10.244,25.62,542.4
793.196s,1429,1,54.8,65.51,66.06,70.60,70.42,131.63,93.83,95.04,100.0,174.528,8.928,54.56,1.219,1.309,0.0,4.9,10.244,25.62,542.4
793.249s,1429,1,54.8,65.51,66.06,70.60,70.16,142.58,104.60,95.04,100.0,174.528,8.928,54.56,1.219,1.309,0.0,4.9,10.244,25.62,542.4
793.303s,1429,1,54.8,65.51,66.06,70.60,70.16,142.58,104.60,105.10,100.0,183.096,9.180,54.56,1.219,1.309,0.0,4.9,10.244,25.62,542.4
793.357s,1429,1,54.8,65.51,66.06,70.60,70.16,142.58,104.60,105.10,100.0,183.096,9.180,56.82,1.222,1.314,0.0,4.9,10.244,25.62,542.4
793.411s,1429,1,54.8,65.51,66.06,70.60,70.16,142.58,104.60,105.10,100.0,183.096,9.180,56.82,1.222,1.314,0.0,5.6,11.699,25.62,542.4
793.465s,1438,1,54.8,65.51,66.06,70.60,70.16,142.58,104.60,105.10,100.0,183.096,9.180,56.82,1.222,1.314,0.0,5.6,11.699,27.14,525.7
793.519s,1438,1,44.4,52.16,52.12,70.60,70.16,142.58,104.60,105.10,100.0,183.096,9.180,56.82,1.222,1.314,0.0,5.6,11.699,27.14,525.7
793.573s,1438,1,44.4,52.16,52.12,54.02,52.82,122.50,104.60,105.10,100.0,183.096,9.180,56.82,1.222,1.314,0.0,5.6,11.699,27.14,525.7
793.627s,1438,1,44.4,52.16,52.12,54.02,52.82,122.50,114.83,111.40,100.0,187.776,9.180,56.82,1.222,1.314,0.0,5.6,11.699,27.14,525.7
793.681s,1438,1,44.4,52.16,52.12,54.02,52.82,122.50,114.83,111.40,100.0,187.776,9.144,52.49,1.233,1.314,0.0,5.6,11.699,27.14,525.7
793.735s,1438,1,44.4,52.16,52.12,54.02,52.82,122.50,114.83,111.40,100.0,187.776,9.144,52.49,1.233,1.309,0.0,5.7,10.731,27.14,525.7
793.789s,1447,1,44.4,52.16,52.12,54.02,52.82,122.50,114.83,111.40,100.0,187.776,9.144,52.49,1.233,1.309,0.0,5.7,10.731,27.10,521.5
793.843s,1447,1,42.8,49.40,52.12,54.02,52.82,122.50,114.83,111.40,100.0,187.776,9.144,52.49,1.233,1.309,0.0,5.7,10.731,27.10,521.5
793.897s,1447,1,42.8,49.40,49.32,33.69,33.54,119.55,114.83,111.40,100.0,187.776,9.144,52.49,1.233,1.309,0.0,5.7,10.731,27.10,521.5
793.951s,1447,1,42.8,49.40,49.32,33.69,33.54,119.55,124.20,98.36,99.3,187.776,9.144,52.49,1.233,1.309,0.0,5.7,10.731,27.10,521.5
794.005s,1447,1,42.8,49.40,49.32,33.69,33.54,119.55,124.20,98.36,99.3,100.188,4.068,27.77,1.233,1.309,0.0,5.7,10.731,27.10,521.5
794.059s,1447,1,42.8,49.40,49.32,33.69,33.54,119.55,124.20,98.36,99.3,100.188,4.068,27.77,1.237,1.280,0.0,5.0,10.731,27.10,521.5
794.113s,1447,1,42.8,49.40,49.32,33.69,33.54,119.55,124.20,98.36,99.3,100.188,4.068,27.77,1.237,1.280,0.0,5.0,3.103,15.74,538.0
794.167s,1451,1,29.3,15.31,49.32,33.69,33.54,119.55,124.20,98.36,99.3,100.188,4.068,27.77,1.237,1.280,0.0,5.0,3.103,15.74,538.0
794.221s,1451,1,29.3,15.31,14.28,15.62,16.21,119.55,124.20,98.36,99.3,100.188,4.068,27.77,1.237,1.280,0.0,5.0,3.103,15.74,538.0
794.275s,1451,1,29.3,15.31,14.28,15.62,16.21,77.53,108.88,34.97,99.3,100.188,4.068,27.77,1.237,1.280,0.0,5.0,3.103,15.74,538.0
794.329s,1451,1,29.3,15.31,14.28,15.62,16.21,77.53,108.88,34.97,90.7,9.072,0.000,3.43,1.237,1.280,0.0,5.0,3.103,15.74,538.0
794.383s,1451,1,29.3,15.31,14.28,15.62,16.21,77.53,108.88,34.97,90.7,9.072,0.000,3.43,1.250,1.144,0.0,5.0,3.103,15.74,538.0
794.437s,1451,1,29.3,15.31,14.28,15.62,16.21,77.53,108.88,34.97,90.7,9.072,0.000,3.43,1.250,1.144,0.0,-4.8,1.506,13.41,538.0
794.491s,1424,1,24.5,15.31,14.28,15.62,16.21,77.53,108.88,34.97,90.7,9.072,0.000,3.43,1.250,1.144,0.0,-4.8,1.506,13.41,587.0
794.545s,1424,1,24.5,9.15,8.97,13.39,16.21,77.53,108.88,34.97,90.7,9.072,0.000,3.43,1.250,1.144,0.0,-4.8,1.506,13.41,587.0
794.599s,1424,1,24.5,9.15,8.97,13.39,13.46,65.69,101.18,18.74,90.7,9.072,0.000,3.43,1.250,1.144,0.0,-4.8,1.506,13.41,587.0
794.653s,1424,1,24.5,9.15,8.97,13.39,13.46,65.69,101.18,18.74,91.2,20.304,0.864,3.43,1.250,1.144,0.0,-4.8,1.506,13.41,587.0
794.707s,1424,1,24.5,9.15,8.97,13.39,13.46,65.69,101.18,18.74,91.2,20.304,0.864,5.29,1.250,1.138,0.0,-4.8,1.506,13.41,587.0
794.761s,1424,1,24.5,9.15,8.97,13.39,13.46,65.69,101.18,18.74,91.2,20.304,0.864,5.29,1.250,1.138,0.0,-4.5,1.696,13.75,587.0
794.815s,1437,1,24.5,9.15,8.97,13.39,13.46,65.69,101.18,18.74,91.2,20.304,0.864,5.29,1.250,1.138,0.0,-4.5,1.696,13.75,609.2
794.869s,1437,1,24.7,9.21,9.27,13.39,13.46,65.69,101.18,18.74,91.2,20.304,0.864,5.29,1.250,1.138,0.0,-4.5,1.696,13.75,609.2
794.923s,1437,1,24.7,9.21,9.27,14.10,14.64,66.89,97.68,18.74,91.2,20.304,0.864,5.29,1.250,1.138,0.0,-4.5,1.696,13.75,609.2
794.977s,1437,1,24.7,9.21,9.27,14.10,14.64,66.89,97.68,17.85,92.5,26.784,0.864,5.29,1.250,1.138,0.0,-4.5,1.696,13.75,609.2
795.031s,1437,1,24.7,9.21,9.27,14.10,14.64,66.89,97.68,17.85,92.5,26.784,1.116,6.09,1.250,1.138,0.0,-4.5,1.696,13.75,609.2
795.085s,1437,1,24.7,9.21,9.27,14.10,14.64,66.89,97.68,17.85,92.5,26.784,1.116,6.09,1.250,1.192,0.0,-4.7,1.964,13.75,609.2
795.139s,1429,1,24.7,9.21,9.27,14.10,14.64,66.89,97.68,17.85,92.5,26.784,1.116,6.09,1.250,1.192,0.0,-4.7,1.964,13.51,607.9
795.193s,1429,1,29.4,17.69,17.69,14.10,14.64,66.89,97.68,17.85,92.5,26.784,1.116,6.09,1.250,1.192,0.0,-4.7,1.964,13.51,607.9
795.247s,1429,1,29.4,17.69,17.69,19.53,19.86,86.17,97.68,17.85,92.5,26.784,1.116,6.09,1.250,1.192,0.0,-4.7,1.964,13.51,607.9
795.301s,1429,1,29.4,17.69,17.69,19.53,19.86,86.17,95.15,28.61,99.4,26.784,1.116,6.09,1.250,1.192,0.0,-4.7,1.964,13.51,607.9
795.355s,1429,1,29.4,17.69,17.69,19.53,19.86,86.17,95.15,28.61,99.4,77.508,3.924,54.96,1.250,1.192,0.0,-4.7,1.964,13.51,607.9
795.409s,1429,1,29.4,17.69,17.69,19.53,19.86,86.17,95.15,28.61,99.4,77.508,3.924,54.96,1.250,1.161,0.0,5.2,1.964,13.51,607.9
795.463s,1426,1,29.4,17.69,17.69,19.53,19.86,86.17,95.15,28.61,99.4,77.508,3.924,54.96,1.250,1.161,0.0,5.2,10.388,25.33,591.5
795.517s,1426,1,48.0,59.24,17.69,19.53,19.86,86.17,95.15,28.61,99.4,77.508,3.924,54.96,1.250,1.161,0.0,5.2,10.388,25.33,591.5
795.571s,1426,1,48.0,59.24,59.05,69.96,69.92,86.17,95.15,28.61,99.4,77.508,3.924,54.96,1.250,1.161,0.0,5.2,10.388,25.33,591.5
795.625s,1426,1,48.0,59.24,59.05,69.96,69.92,134.87,93.05,93.93,100.0,77.508,3.924,54.96,1.250,1.161,0.0,5.2,10.388,25.33,591.5
795.679s,1426,1,48.0,59.24,59.05,69.96,69.92,134.87,93.05,93.93,100.0,171.720,8.784,52.93,1.250,1.161,0.0,5.2,10.388,25.33,591.5
795.733s,1426,1,48.0,59.24,59.05,69.96,69.92,134.87,93.05,93.93,100.0,171.720,8.784,52.93,1.240,1.221,0.0,5.2,10.388,25.33,591.5
795.787s,1426,1,48.0,59.24,59.05,69.96,69.92,134.87,93.05,93.93,100.0,171.720,8.784,52.93,1.240,1.221,0.0,4.8,10.367,25.04,542.9
795.841s,1410,1,59.8,59.24,59.05,69.96,69.92,134.87,93.05,93.93,100.0,171.720,8.784,52.93,1.240,1.221,0.0,4.8,10.367,25.04,542.9
795.895s,1410,1,59.8,69.86,69.14,69.85,69.92,134.87,93.05,93.93,100.0,171.720,8.784,52.93,1.240,1.221,0.0,4.8,10.367,25.04,542.9
795.949s,1410,1,59.8,69.86,69.14,69.85,69.78,146.22,103.28,103.83,100.0,171.720,8.784,52.93,1.240,1.221,0.0,4.8,10.367,25.04,542.9
796.003s,1410,1,59.8,69.86,69.14,69.85,69.78,146.22,103.28,103.83,100.0,180.288,9.252,52.93,1.240,1.221,0.0,4.8,10.367,25.04,542.9
796.057s,1410,1,59.8,69.86,69.14,69.85,69.78,146.22,103.28,103.83,100.0,180.288,9.252,54.96,1.217,1.286,0.0,4.8,10.367,25.04,542.9
796.111s,1410,1,59.8,69.86,69.14,69.85,69.78,146.22,103.28,103.83,100.0,180.288,9.252,54.96,1.217,1.286,0.0,5.5,11.516,26.98,542.9
796.165s,1438,1,59.8,69.86,69.14,69.85,69.78,146.22,103.28,103.83,100.0,180.288,9.252,54.96,1.217,1.286,0.0,5.5,11.516,26.98,525.0
796.219s,1438,1,44.7,52.96,52.39,56.25,69.78,146.22,103.28,103.83,100.0,180.288,9.252,54.96,1.217,1.286,0.0,5.5,11.516,26.98,525.0
796.273s,1438,1,44.7,52.96,52.39,56.25,59.09,121.24,113.52,103.83,100.0,180.288,9.252,54.96,1.217,1.286,0.0,5.5,11.516,26.98,525.0
796.327s,1438,1,44.7,52.96,52.39,56.25,59.09,121.24,113.52,111.20,100.0,164.340,9.252,54.96,1.217,1.286,0.0,5.5,11.516,26.98,525.0
796.381s,1438,1,44.7,52.96,52.39,56.25,59.09,121.24,113.52,111.20,100.0,164.340,9.720,54.25,1.238,1.291,0.0,5.5,11.516,26.98,525.0
796.435s,1438,1,44.7,52.96,52.39,56.25,59.09,121.24,113.52,111.20,100.0,164.340,9.720,54.25,1.238,1.291,0.0,5.6,12.559,26.98,525.0
796.489s,1441,1,44.7,52.96,52.39,56.25,59.09,121.24,113.52,111.20,100.0,164.340,9.720,54.25,1.238,1.291,0.0,5.6,12.559,27.17,520.2
796.543s,1441,1,48.3,59.46,59.49,56.25,59.09,121.24,113.52,111.20,100.0,164.340,9.720,54.25,1.238,1.291,0.0,5.6,12.559,27.17,520.2
796.597s,1441,1,48.3,59.46,59.49,73.70,73.81,137.87,113.52,111.20,100.0,164.340,9.720,54.25,1.238,1.291,0.0,5.6,12.559,27.17,520.2
796.651s,1441,1,48.3,59.46,59.49,73.70,73.81,137.87,120.35,120.77,100.0,213.804,9.720,54.25,1.238,1.291,0.0,5.6,12.559,27.17,520.2
796.705s,1441,1,48.3,59.46,59.49,73.70,73.81,137.87,120.35,120.77,100.0,213.804,10.332,60.83,1.254,1.291,0.0,5.6,12.559,27.17,520.2
796.759s,1441,1,48.3,59.46,59.49,73.70,73.81,137.87,120.35,120.77,100.0,213.804,10.332,60.83,1.254,1.288,0.0,6.5,12.559,27.17,520.2
796.813s,1452,1,48.3,59.46,59.49,73.70,73.81,137.87,120.35,120.77,100.0,213.804,10.332,60.83,1.254,1.288,0.0,6.5,14.303,26.78,512.3
796.867s,1452,1,56.5,66.12,59.49,73.70,73.81,137.87,120.35,120.77,100.0,213.804,10.332,60.83,1.254,1.288,0.0,6.5,14.303,26.78,512.3
796.921s,1452,1,56.5,66.12,65.01,74.12,73.94,134.80,120.35,120.77,100.0,213.804,10.332,60.83,1.254,1.288,0.0,6.5,14.303,26.78,512.3
796.975s,1452,1,56.5,66.12,65.01,74.12,73.94,134.80,129.80,129.95,99.8,213.804,10.332,60.83,1.254,1.288,0.0,6.5,14.303,26.78,512.3
797.029s,1452,1,56.5,66.12,65.01,74.12,73.94,134.80,129.80,129.95,99.8,154.800,6.480,29.50,1.254,1.288,0.0,6.5,14.303,26.78,512.3
797.083s,1452,1,56.5,66.12,65.01,74.12,73.94,134.80,129.80,129.95,99.8,154.800,6.480,29.50,1.274,1.274,0.0,5.2,14.303,26.78,512.3
797.137s,1452,1,56.5,66.12,65.01,74.12,73.94,134.80,129.80,129.95,99.8,154.800,6.480,29.50,1.274,1.274,0.0,5.2,3.498,19.81,529.6
797.191s,1461,1,37.1,66.12,65.01,74.12,73.94,134.80,129.80,129.95,99.8,154.800,6.480,29.50,1.274,1.274,0.0,5.2,3.498,19.81,529.6
797.245s,1461,1,37.1,39.77,44.47,30.50,29.25,134.80,129.80,129.95,99.8,154.800,6.480,29.50,1.274,1.274,0.0,5.2,3.498,19.81,529.6
797.299s,1461,1,37.1,39.77,44.47,30.50,29.25,122.81,112.30,71.28,99.8,154.800,6.480,29.50,1.274,1.274,0.0,5.2,3.498,19.81,529.6
797.352s,1461,1,37.1,39.77,44.47,30.50,29.25,122.81,112.30,71.28,99.2,293.364,18.612,69.99,1.274,1.274,0.0,5.2,3.498,19.81,529.6
797.406s,1461,1,37.1,39.77,44.47,30.50,29.25,122.81,112.30,71.28,99.2,293.364,18.612,69.99,1.235,1.209,0.0,5.2,3.498,19.81,529.6
797.460s,1461,1,37.1,39.77,44.47,30.50,29.25,122.81,112.30,71.28,99.2,293.364,18.612,69.99,1.235,1.209,0.0,5.8,13.777,27.26,529.6
797.514s,1449,1,71.3,39.77,44.47,30.50,29.25,122.81,112.30,71.28,99.2,293.364,18.612,69.99,1.235,1.209,0.0,5.8,13.777,27.26,574.0
797.568s,1449,1,71.3,80.76,80.31,74.34,29.25,122.81,112.30,71.28,99.2,293.364,18.612,69.99,1.235,1.209,0.0,5.8,13.777,27.26,574.0
797.622s,1449,1,71.3,80.76,80.31,74.34,74.21,162.15,116.15,71.28,99.2,293.364,18.612,69.99,1.235,1.209,0.0,5.8,13.777,27.26,574.0
797.676s,1449,1,71.3,80.76,80.31,74.34,74.21,162.15,116.15,117.87,100.0,235.332,10.548,69.99,1.235,1.209,0.0,5.8,13.777,27.26,574.0
797.730s,1449,1,71.3,80.76,80.31,74.34,74.21,162.15,116.15,117.87,100.0,235.332,10.548,61.65,1.249,1.291,0.0,5.8,13.777,27.26,574.0
797.784s,1449,1,71.3,80.76,80.31,74.34,74.21,162.15,116.15,117.87,100.0,235.332,10.548,61.65,1.249,1.291,0.0,6.3,12.196,27.26,574.0
797.838s,1474,1,71.3,80.76,80.31,74.34,74.21,162.15,116.15,117.87,100.0,235.332,10.548,61.65,1.249,1.291,0.0,6.3,12.196,27.71,557.8
797.892s,1474,1,78.4,93.28,93.26,74.34,74.21,162.15,116.15,117.87,100.0,235.332,10.548,61.65,1.249,1.291,0.0,6.3,12.196,27.71,557.8
797.946s,1474,1,78.4,93.28,93.26,74.98,74.98,176.66,127.26,117.87,100.0,235.332,10.548,61.65,1.249,1.291,0.0,6.3,12.196,27.71,557.8
798.000s,1474,1,78.4,93.28,93.26,74.98,74.98,176.66,127.26,128.10,100.0,233.820,10.548,61.65,1.249,1.291,0.0,6.3,12.196,27.71,557.8
798.054s,1474,1,78.4,93.28,93.26,74.98,74.98,176.66,127.26,128.10,100.0,233.820,11.664,65.06,1.280,1.291,0.0,6.3,12.196,27.71,557.8
798.108s,1474,1,78.4,93.28,93.26,74.98,74.98,176.66,127.26,128.10,100.0,233.820,11.664,65.06,1.280,1.281,0.0,6.8,11.984,27.71,557.8
798.162s,1482,1,78.4,93.28,93.26,74.98,74.98,176.66,127.26,128.10,100.0,233.820,11.664,65.06,1.280,1.281,0.0,6.8,11.984,26.28,545.6
798.216s,1482,1,42.2,45.17,93.26,74.98,74.98,176.66,127.26,128.10,100.0,233.820,11.664,65.06,1.280,1.281,0.0,6.8,11.984,26.28,545.6
798.270s,1482,1,42.2,45.17,44.08,26.10,24.69,113.86,127.26,128.10,100.0,233.820,11.664,65.06,1.280,1.281,0.0,6.8,11.984,26.28,545.6
798.324s,1482,1,42.2,45.17,44.08,26.10,24.69,113.86,135.40,87.75,90.9,233.820,11.664,65.06,1.280,1.281,0.0,6.8,11.984,26.28,545.6
798.378s,1482,1,42.2,45.17,44.08,26.10,24.69,113.86,135.40,87.75,90.9,64.692,0.792,13.37,1.266,1.281,0.0,6.8,11.984,26.28,545.6
798.432s,1482,1,42.2,45.17,44.08,26.10,24.69,113.86,135.40,87.75,90.9,64.692,0.792,13.37,1.266,1.287,0.0,1.9,11.984,26.28,545.6
