保存日期:2026.7.13,标定数据版本号,D4AYA-SFB8-300-E0-170719
Time,ESPD_Value(rpm),Cy_judge_OK(),APP_Value(%),APP_Trq_Pct(%),Trq_Tgt_Pct(%),TPS_Tgt(%),TPS_Value(%),TIP_Tgt(kPa),TIP_Value(kPa),MAP_Value(kPa),WGV_PWM_DuCy(%),Air_Flow(kg/h),Fuel_Flow(kg/h),Fuel_In(mg/Inj),Lam_Tgt(),Lam_Value(),LamCL_Mult(%),LamAL_Mult(%),Inj_PW(ms),Spk_Adv(CAD),NGP_Value(kPa)
保存时间,发动机转速(rpm),判缸成功标志(),油门开度(%),油门扭矩百分比(%),最终扭矩百分比(%),节气门开度目标(%),节气门开度(%),增压压力目标(kPa),增压压力(kPa),进气歧管压力(kPa),废气旁通控制阀占空比(%),空气质量流量(kg/h),燃气质量流量(kg/h),一组喷嘴一次喷射质量(mg/Inj),过量空气系数目标(),过量空气系数(),空燃比闭环喷射量补偿(%),空燃比自适应喷射量补偿(%),燃气喷射脉宽(ms),点火提前角(CAD),喷嘴前燃气压力(kPa)
110.949s,989,1,0.0,0.00,0.00,6.94,7.86,56.15,93.83,14.29,90.1,9.576,0.324,2.87,1.247,0.726,0.0,-12.0,1.445,7.26,452.5
111.003s,989,1,0.0,0.00,0.00,6.94,7.86,56.15,93.83,14.29,90.1,9.576,0.324,2.68,1.245,0.731,0.0,-12.0,1.445,7.26,452.5
111.057s,989,1,0.0,0.00,0.00,6.94,7.86,56.15,93.83,14.29,90.1,9.576,0.324,2.68,1.245,0.731,0.0,-12.1,1.336,7.26,452.5
111.111s,982,1,0.0,0.00,0.00,6.94,7.86,56.15,93.83,14.29,90.1,9.576,0.324,2.68,1.245,0.731,0.0,-12.1,1.336,7.26,456.4
111.165s,982,1,0.0,0.00,0.00,6.94,7.86,56.15,93.83,14.29,90.1,9.576,0.324,2.68,1.245,0.731,0.0,-12.1,1.336,7.26,456.4
111.219s,982,1,0.0,0.00,0.00,4.80,4.61,56.22,93.83,14.29,90.1,9.576,0.324,2.68,1.245,0.731,0.0,-12.1,1.336,7.26,456.4
111.273s,982,1,0.0,0.00,0.00,4.80,4.61,56.22,93.83,14.29,90.1,11.016,0.324,2.68,1.245,0.731,0.0,-12.1,1.336,7.26,456.4
111.327s,982,1,0.0,0.00,0.00,4.80,4.61,56.22,93.83,14.29,90.1,11.016,0.396,3.79,1.244,0.731,0.0,-12.1,1.336,7.26,456.4
111.381s,982,1,0.0,0.00,0.00,4.80,4.61,56.22,93.83,14.29,90.1,11.016,0.396,3.79,1.244,0.762,0.0,-12.1,1.591,7.26,456.4
111.435s,976,1,0.0,0.00,0.00,4.80,4.61,56.22,93.83,14.29,90.1,11.016,0.396,3.79,1.244,0.762,0.0,-12.1,1.591,7.26,457.8
111.489s,976,1,0.0,0.00,0.00,4.80,4.61,56.22,93.83,14.29,90.1,11.016,0.396,3.79,1.244,0.762,0.0,-12.1,1.591,7.26,457.8
111.543s,976,1,0.0,0.00,0.00,5.40,5.65,56.28,93.83,14.29,90.1,11.016,0.396,3.79,1.244,0.762,0.0,-12.1,1.591,7.26,457.8
111.597s,976,1,0.0,0.00,0.00,5.40,5.65,56.28,93.83,14.29,90.2,11.016,0.396,3.79,1.244,0.762,0.0,-12.1,1.591,7.26,457.8
111.651s,976,1,0.0,0.00,0.00,5.40,5.65,56.28,93.83,14.29,90.2,11.664,0.432,4.06,1.244,0.762,0.0,-12.1,1.591,7.26,457.8
111.705s,976,1,0.0,0.00,0.00,5.40,5.65,56.28,93.83,14.29,90.2,11.664,0.432,4.06,1.241,0.791,0.0,-12.3,1.591,7.26,457.8
111.759s,976,1,0.0,0.00,0.00,5.40,5.65,56.28,93.83,14.29,90.2,11.664,0.432,4.06,1.241,0.791,0.0,-12.3,1.610,7.26,457.1
111.813s,969,1,0.0,0.00,0.00,5.40,5.65,56.28,93.83,14.29,90.2,11.664,0.432,4.06,1.241,0.791,0.0,-12.3,1.610,7.26,457.1
111.867s,969,1,0.0,0.00,0.00,6.47,6.42,56.28,93.83,14.29,90.2,11.664,0.432,4.06,1.241,0.791,0.0,-12.3,1.610,7.26,457.1
111.921s,969,1,0.0,0.00,0.00,6.47,6.42,56.36,93.83,14.29,90.2,11.664,0.432,4.06,1.241,0.791,0.0,-12.3,1.610,7.26,457.1
111.975s,969,1,0.0,0.00,0.00,6.47,6.42,56.36,93.83,14.29,90.2,11.772,0.432,4.11,1.241,0.791,0.0,-12.3,1.610,7.26,457.1
112.029s,969,1,0.0,0.00,0.00,6.47,6.42,56.36,93.83,14.29,90.2,11.772,0.432,4.11,1.240,0.778,0.0,-12.3,1.610,7.26,457.1
112.083s,969,1,0.0,0.00,0.00,6.47,6.42,56.36,93.83,14.29,90.2,11.772,0.432,4.11,1.240,0.778,0.0,-12.4,1.610,7.26,457.1
112.137s,962,1,0.0,0.00,0.00,6.47,6.42,56.36,93.83,14.29,90.2,11.772,0.432,4.11,1.240,0.778,0.0,-12.4,1.610,7.26,456.4
112.191s,962,1,0.0,0.00,0.00,6.94,6.42,56.36,93.83,14.29,90.2,11.772,0.432,4.11,1.240,0.778,0.0,-12.4,1.610,7.26,456.4
112.244s,962,1,0.0,0.00,0.00,6.94,6.82,56.46,93.83,14.29,90.2,11.772,0.432,4.11,1.240,0.778,0.0,-12.4,1.610,7.26,456.4
112.298s,962,1,0.0,0.00,0.00,6.94,6.82,56.46,93.83,14.29,90.2,11.592,0.432,4.11,1.240,0.778,0.0,-12.4,1.610,7.26,456.4
112.352s,962,1,0.0,0.00,0.00,6.94,6.82,56.46,93.83,14.29,90.2,11.592,0.432,4.09,1.237,0.760,0.0,-12.4,1.610,7.26,456.4
112.406s,962,1,0.0,0.00,0.00,6.94,6.82,56.46,93.83,14.29,90.2,11.592,0.432,4.09,1.237,0.760,0.0,-12.6,1.718,7.26,456.4
112.460s,950,1,0.0,0.00,0.00,6.94,6.82,56.46,93.83,14.29,90.2,11.592,0.432,4.09,1.237,0.760,0.0,-12.6,1.718,7.26,456.0
112.514s,950,1,0.0,0.00,0.00,6.94,6.82,56.46,93.83,14.29,90.2,11.592,0.432,4.09,1.237,0.760,0.0,-12.6,1.718,7.26,456.0
112.568s,950,1,0.0,0.00,0.00,7.64,7.46,56.60,93.83,14.29,90.2,11.592,0.432,4.09,1.237,0.760,0.0,-12.6,1.718,7.26,456.0
112.622s,950,1,0.0,0.00,0.00,7.64,7.46,56.60,93.83,14.29,90.2,12.276,0.432,4.09,1.237,0.760,0.0,-12.6,1.718,7.26,456.0
112.676s,950,1,0.0,0.00,0.00,7.64,7.46,56.60,93.83,14.29,90.2,12.276,0.468,4.61,1.233,0.760,0.0,-12.6,1.718,7.26,456.0
112.730s,950,1,0.0,0.00,0.00,7.64,7.46,56.60,93.83,14.29,90.2,12.276,0.468,4.61,1.233,0.741,0.0,-12.9,1.652,7.26,456.0
112.784s,933,1,0.0,0.00,0.00,7.64,7.46,56.60,93.83,14.29,90.2,12.276,0.468,4.61,1.233,0.741,0.0,-12.9,1.652,7.26,455.8
112.838s,933,1,0.0,0.00,0.00,7.64,7.46,56.60,93.83,14.29,90.2,12.276,0.468,4.61,1.233,0.741,0.0,-12.9,1.652,7.26,455.8
112.892s,933,1,0.0,0.00,0.00,8.58,8.40,56.77,93.83,14.29,90.2,12.276,0.468,4.61,1.233,0.741,0.0,-12.9,1.652,7.26,455.8
112.946s,933,1,0.0,0.00,0.00,8.58,8.40,56.77,93.83,14.18,90.3,12.276,0.468,4.61,1.233,0.741,0.0,-12.9,1.652,7.26,455.8
113.000s,933,1,0.0,0.00,0.00,8.58,8.40,56.77,93.83,14.18,90.3,21.024,0.936,6.78,1.228,0.741,0.0,-12.9,1.652,7.26,455.8
113.054s,933,1,0.0,0.00,0.00,8.58,8.40,56.77,93.83,14.18,90.3,21.024,0.936,6.78,1.228,0.734,0.0,-13.2,1.652,7.26,455.8
113.108s,933,1,0.0,0.00,0.00,8.58,8.40,56.77,93.83,14.18,90.3,21.024,0.936,6.78,1.228,0.734,0.0,-13.2,1.945,7.26,455.5
113.162s,915,1,0.0,0.00,0.00,8.58,8.40,56.77,93.83,14.18,90.3,21.024,0.936,6.78,1.228,0.734,0.0,-13.2,1.945,7.26,455.5
113.216s,915,1,0.0,0.00,0.00,9.76,9.57,56.77,93.83,14.18,90.3,21.024,0.936,6.78,1.228,0.734,0.0,-13.2,1.945,7.26,455.5
113.270s,915,1,0.0,0.00,0.00,9.76,9.57,57.01,93.83,16.29,90.4,21.024,0.936,6.78,1.228,0.734,0.0,-13.2,1.945,7.26,455.5
113.324s,915,1,0.0,0.00,0.00,9.76,9.57,57.01,93.83,16.29,90.4,12.024,0.504,4.49,1.228,0.734,0.0,-13.2,1.945,7.26,455.5
113.377s,915,1,0.0,0.00,0.00,9.76,9.57,57.01,93.83,16.29,90.4,12.024,0.504,4.49,1.221,0.746,0.0,-13.2,1.945,7.26,455.5
113.431s,915,1,0.0,0.00,0.00,9.76,9.57,57.01,93.83,16.29,90.4,12.024,0.504,4.49,1.221,0.746,0.0,-13.5,1.861,7.28,455.8
113.485s,896,1,0.0,0.00,0.00,9.76,9.57,57.01,93.83,16.29,90.4,12.024,0.504,4.49,1.221,0.746,0.0,-13.5,1.861,7.28,455.8
113.539s,896,1,0.0,0.00,0.00,10.17,9.57,57.01,93.83,16.29,90.4,12.024,0.504,4.49,1.221,0.746,0.0,-13.5,1.861,7.28,455.8
113.593s,896,1,0.0,0.00,0.00,10.17,9.94,57.25,93.48,16.58,90.4,12.024,0.504,4.49,1.221,0.746,0.0,-13.5,1.861,7.28,455.8
113.647s,896,1,0.0,0.00,0.00,10.17,9.94,57.25,93.48,16.58,90.4,11.808,0.576,4.49,1.221,0.746,0.0,-13.5,1.861,7.28,455.8
113.701s,896,1,0.0,0.00,0.00,10.17,9.94,57.25,93.48,16.58,90.4,11.808,0.576,5.43,1.217,0.782,0.0,-13.5,1.861,7.28,455.8
113.755s,896,1,0.0,0.00,0.00,10.17,9.94,57.25,93.48,16.58,90.4,11.808,0.576,5.43,1.217,0.782,0.0,-11.8,1.866,7.48,455.8
113.809s,875,1,0.0,0.00,0.00,10.17,9.94,57.25,93.48,16.58,90.4,11.808,0.576,5.43,1.217,0.782,0.0,-11.8,1.866,7.48,456.4
113.863s,875,1,0.0,0.00,0.00,10.00,9.94,57.25,93.48,16.58,90.4,11.808,0.576,5.43,1.217,0.782,0.0,-11.8,1.866,7.48,456.4
113.918s,875,1,0.0,0.00,0.00,10.00,9.94,57.52,93.48,16.58,90.4,11.808,0.576,5.43,1.217,0.782,0.0,-11.8,1.866,7.48,456.4
113.971s,875,1,0.0,0.00,0.00,10.00,9.94,57.52,93.48,16.77,90.6,12.996,0.576,5.43,1.217,0.782,0.0,-11.8,1.866,7.48,456.4
114.025s,875,1,0.0,0.00,0.00,10.00,9.94,57.52,93.48,16.77,90.6,12.996,0.504,5.05,1.213,0.852,0.0,-11.8,1.866,7.48,456.4
114.080s,875,1,0.0,0.00,0.00,10.00,9.94,57.52,93.48,16.77,90.6,12.996,0.504,5.05,1.213,0.852,0.0,-10.1,2.089,7.48,456.4
114.133s,856,1,0.0,0.00,0.00,10.00,9.94,57.52,93.48,16.77,90.6,12.996,0.504,5.05,1.213,0.852,0.0,-10.1,2.089,10.28,456.6
114.187s,856,1,0.0,0.00,0.00,10.00,9.94,57.52,93.48,16.77,90.6,12.996,0.504,5.05,1.213,0.852,0.0,-10.1,2.089,10.28,456.6
114.241s,856,1,0.0,0.00,0.00,10.71,10.48,57.74,93.48,16.77,90.6,12.996,0.504,5.05,1.213,0.852,0.0,-10.1,2.089,10.28,456.6
114.296s,856,1,0.0,0.00,0.00,10.71,10.48,57.74,93.48,17.99,90.6,14.616,0.504,5.05,1.213,0.852,0.0,-10.1,2.089,10.28,456.6
114.350s,856,1,0.0,0.00,0.00,10.71,10.48,57.74,93.48,17.99,90.6,14.616,0.612,6.83,1.208,0.852,0.0,-10.1,2.089,10.28,456.6
114.403s,856,1,0.0,0.00,0.00,10.71,10.48,57.74,93.48,17.99,90.6,14.616,0.612,6.83,1.208,0.943,0.0,-8.4,2.089,10.28,456.6
114.457s,836,1,0.0,0.00,0.00,10.71,10.48,57.74,93.48,17.99,90.6,14.616,0.612,6.83,1.208,0.943,0.0,-8.4,2.042,16.48,456.3
114.511s,836,1,0.0,0.00,0.00,10.71,10.48,57.74,93.48,17.99,90.6,14.616,0.612,6.83,1.208,0.943,0.0,-8.4,2.042,16.48,456.3
114.565s,836,1,0.0,0.00,0.00,11.07,11.12,57.74,93.48,17.99,90.6,14.616,0.612,6.83,1.208,0.943,0.0,-8.4,2.042,16.48,456.3
114.619s,836,1,0.0,0.00,0.00,11.07,11.12,57.96,93.48,18.88,90.7,14.616,0.612,6.83,1.208,0.943,0.0,-8.4,2.042,16.48,456.3
114.673s,836,1,0.0,0.00,0.00,11.07,11.12,57.96,93.48,18.88,90.7,16.308,0.828,7.18,1.208,0.943,0.0,-8.4,2.042,16.48,456.3
114.727s,836,1,0.0,0.00,0.00,11.07,11.12,57.96,93.48,18.88,90.7,16.308,0.828,7.18,1.205,1.011,0.0,-6.8,2.042,16.48,456.3
114.781s,836,1,0.0,0.00,0.00,11.07,11.12,57.96,93.48,18.88,90.7,16.308,0.828,7.18,1.205,1.011,0.0,-6.8,2.409,18.06,456.1
114.835s,820,1,0.0,0.00,0.00,11.07,11.12,57.96,93.48,18.88,90.7,16.308,0.828,7.18,1.205,1.011,0.0,-6.8,2.409,18.06,456.1
114.890s,820,1,0.0,0.00,0.00,12.32,12.02,57.96,93.48,18.88,90.7,16.308,0.828,7.18,1.205,1.011,0.0,-6.8,2.409,18.06,456.1
114.943s,820,1,0.0,0.00,0.00,12.32,12.02,58.15,93.48,21.60,90.7,16.308,0.828,7.18,1.205,1.011,0.0,-6.8,2.409,18.06,456.1
114.997s,820,1,0.0,0.00,0.00,12.32,12.02,58.15,93.48,21.60,90.7,17.748,0.828,7.86,1.205,1.011,0.0,-6.8,2.409,18.06,456.1
115.051s,820,1,0.0,0.00,0.00,12.32,12.02,58.15,93.48,21.60,90.7,17.748,0.828,7.86,1.203,1.037,0.0,-6.8,2.409,18.06,456.1
115.105s,820,1,0.0,0.00,0.00,12.32,12.02,58.15,93.48,21.60,90.7,17.748,0.828,7.86,1.203,1.037,0.0,-6.0,2.716,18.14,456.1
115.160s,812,1,0.0,0.00,0.00,12.32,12.02,58.15,93.48,21.60,90.7,17.748,0.828,7.86,1.203,1.037,0.0,-6.0,2.716,18.14,455.6
115.213s,812,1,0.0,0.00,0.00,13.92,12.02,58.15,93.48,21.60,90.7,17.748,0.828,7.86,1.203,1.037,0.0,-6.0,2.716,18.14,455.6
115.267s,812,1,0.0,0.00,0.00,13.92,14.37,58.26,93.48,21.60,90.7,17.748,0.828,7.86,1.203,1.037,0.0,-6.0,2.716,18.14,455.6
115.321s,812,1,0.0,0.00,0.00,13.92,14.37,58.26,93.48,24.84,90.7,28.368,1.188,7.86,1.203,1.037,0.0,-6.0,2.716,18.14,455.6
115.375s,812,1,0.0,0.00,0.00,13.92,14.37,58.26,93.48,24.84,90.7,28.368,1.188,11.47,1.201,1.074,0.0,-6.0,2.716,18.14,455.6
115.429s,812,1,0.0,0.00,0.00,13.92,14.37,58.26,93.48,24.84,90.7,28.368,1.188,11.47,1.201,1.074,0.0,-5.4,3.448,18.14,455.6
115.483s,805,1,0.0,0.00,0.00,13.92,14.37,58.26,93.48,24.84,90.7,28.368,1.188,11.47,1.201,1.074,0.0,-5.4,3.448,18.20,454.4
115.537s,805,1,0.0,0.00,0.00,13.92,14.37,58.26,93.48,24.84,90.7,28.368,1.188,11.47,1.201,1.074,0.0,-5.4,3.448,18.20,454.4
115.591s,805,1,0.0,0.00,0.00,15.46,15.30,58.33,93.48,24.84,90.7,28.368,1.188,11.47,1.201,1.074,0.0,-5.4,3.448,18.20,454.4
115.645s,805,1,0.0,0.00,0.00,15.46,15.30,58.33,93.48,29.07,90.8,28.944,1.188,11.47,1.201,1.074,0.0,-5.4,3.448,18.20,454.4
115.699s,805,1,0.0,0.00,0.00,15.46,15.30,58.33,93.48,29.07,90.8,28.944,1.404,13.70,1.201,1.074,0.0,-5.4,3.448,18.20,454.4
115.753s,805,1,0.0,0.00,0.00,15.46,15.30,58.33,93.48,29.07,90.8,28.944,1.404,13.70,1.201,1.116,-0.5,-4.8,3.931,18.20,454.4
115.807s,802,1,0.0,0.00,0.00,15.46,15.30,58.33,93.48,29.07,90.8,28.944,1.404,13.70,1.201,1.116,-0.5,-4.8,3.931,18.24,454.0
115.861s,802,1,0.0,0.00,0.00,15.46,15.30,58.33,93.48,29.07,90.8,28.944,1.404,13.70,1.201,1.116,-0.5,-4.8,3.931,18.24,454.0
115.915s,802,1,0.0,0.00,0.00,16.56,16.98,58.38,93.48,29.07,90.8,28.944,1.404,13.70,1.201,1.116,-0.5,-4.8,3.931,18.24,454.0
115.969s,802,1,0.0,0.00,0.00,16.56,16.98,58.38,93.05,35.49,90.9,28.944,1.404,13.70,1.201,1.116,-0.5,-4.8,3.931,18.24,454.0
116.023s,802,1,0.0,0.00,0.00,16.56,16.98,58.38,93.05,35.49,90.9,33.228,1.692,16.33,1.200,1.116,-0.5,-4.8,3.931,18.24,454.0
116.077s,802,1,0.0,0.00,0.00,16.56,16.98,58.38,93.05,35.49,90.9,33.228,1.692,16.33,1.200,1.152,-0.6,-2.5,3.931,18.24,454.0
116.131s,802,1,0.0,0.00,0.00,16.56,16.98,58.38,93.05,35.49,90.9,33.228,1.692,16.33,1.200,1.152,-0.6,-2.5,4.971,18.26,454.7
116.185s,798,1,0.0,0.00,0.00,16.56,16.98,58.38,93.05,35.49,90.9,33.228,1.692,16.33,1.200,1.152,-0.6,-2.5,4.971,18.26,454.7
116.239s,798,1,0.0,0.00,0.00,18.28,18.82,58.38,93.05,35.49,90.9,33.228,1.692,16.33,1.200,1.152,-0.6,-2.5,4.971,18.26,454.7
116.293s,798,1,0.0,0.00,0.00,18.28,18.82,58.44,93.05,42.60,90.9,33.228,1.692,16.33,1.200,1.152,-0.6,-2.5,4.971,18.26,454.7
116.347s,798,1,0.0,0.00,0.00,18.28,18.82,58.44,93.05,42.60,90.9,46.944,2.268,23.39,1.200,1.152,-0.6,-2.5,4.971,18.26,454.7
116.401s,798,1,0.0,0.00,0.00,18.28,18.82,58.44,93.05,42.60,90.9,46.944,2.268,23.39,1.200,1.191,-0.6,-2.5,4.971,18.26,454.7
116.455s,798,1,0.0,0.00,0.00,18.28,18.82,58.44,93.05,42.60,90.9,46.944,2.268,23.39,1.200,1.191,-0.6,0.5,6.341,18.21,454.7
116.509s,777,1,0.0,0.00,0.00,18.28,18.82,58.44,93.05,42.60,90.9,46.944,2.268,23.39,1.200,1.191,-0.6,0.5,6.341,18.21,457.2
116.563s,777,1,0.0,0.00,0.00,20.87,18.82,58.44,93.05,42.60,90.9,46.944,2.268,23.39,1.200,1.191,-0.6,0.5,6.341,18.21,457.2
116.617s,777,1,0.0,0.00,0.00,20.87,21.04,58.67,93.05,53.90,90.9,46.944,2.268,23.39,1.200,1.191,-0.6,0.5,6.341,18.21,457.2
116.671s,777,1,0.0,0.00,0.00,20.87,21.04,58.67,93.05,53.90,91.0,55.296,2.664,23.39,1.200,1.191,-0.6,0.5,6.341,18.21,457.2
116.725s,777,1,0.0,0.00,0.00,20.87,21.04,58.67,93.05,53.90,91.0,55.296,2.664,29.12,1.200,1.217,-0.6,0.5,6.341,18.21,457.2
116.779s,777,1,0.0,0.00,0.00,20.87,21.04,58.67,93.05,53.90,91.0,55.296,2.664,29.12,1.200,1.217,-0.6,2.1,6.935,18.13,457.2
116.833s,806,1,0.0,0.00,0.00,20.87,21.04,58.67,93.05,53.90,91.0,55.296,2.664,29.12,1.200,1.217,-0.6,2.1,6.935,18.13,462.9
116.887s,806,1,0.0,0.00,0.00,20.87,21.04,58.67,93.05,53.90,91.0,55.296,2.664,29.12,1.200,1.217,-0.6,2.1,6.935,18.13,462.9
116.941s,806,1,0.0,0.00,0.00,21.00,21.41,58.30,93.05,53.90,91.0,55.296,2.664,29.12,1.200,1.217,-0.6,2.1,6.935,18.13,462.9
116.995s,806,1,0.0,0.00,0.00,21.00,21.41,58.30,93.05,56.52,90.8,52.524,2.664,29.12,1.200,1.217,-0.6,2.1,6.935,18.13,462.9
117.049s,806,1,0.0,0.00,0.00,21.00,21.41,58.30,93.05,56.52,90.8,52.524,2.304,22.37,1.211,1.202,-0.6,2.1,6.935,18.13,462.9
117.103s,806,1,0.0,0.00,0.00,21.00,21.41,58.30,93.05,56.52,90.8,52.524,2.304,22.37,1.211,1.202,-0.6,3.4,5.610,18.13,462.9
117.157s,887,1,0.0,0.00,0.00,21.00,21.41,58.30,93.05,56.52,90.8,52.524,2.304,22.37,1.211,1.202,-0.6,3.4,5.610,7.35,473.5
117.211s,887,1,0.0,0.00,0.00,21.00,21.41,58.30,93.05,56.52,90.8,52.524,2.304,22.37,1.211,1.202,-0.6,3.4,5.610,7.35,473.5
117.265s,887,1,0.0,0.00,0.00,18.75,18.69,57.36,93.05,56.52,90.8,52.524,2.304,22.37,1.211,1.202,-0.6,3.4,5.610,7.35,473.5
117.319s,887,1,0.0,0.00,0.00,18.75,18.69,57.36,93.48,45.90,90.5,39.636,2.304,22.37,1.211,1.202,-0.6,3.4,5.610,7.35,473.5
117.373s,887,1,0.0,0.00,0.00,18.75,18.69,57.36,93.48,45.90,90.5,39.636,1.836,16.37,1.221,1.202,-0.6,3.4,5.610,7.35,473.5
117.427s,887,1,0.0,0.00,0.00,18.75,18.69,57.36,93.48,45.90,90.5,39.636,1.836,16.37,1.221,1.177,-0.6,-2.1,5.610,7.35,473.5
117.481s,909,1,0.0,0.00,0.00,18.75,18.69,57.36,93.48,45.90,90.5,39.636,1.836,16.37,1.221,1.177,-0.6,-2.1,4.150,7.24,485.3
117.535s,909,1,0.0,0.00,0.00,18.75,18.69,57.36,93.48,45.90,90.5,39.636,1.836,16.37,1.221,1.177,-0.6,-2.1,4.150,7.24,485.3
117.589s,909,1,0.0,0.00,0.00,17.50,17.38,57.36,93.48,45.90,90.5,39.636,1.836,16.37,1.221,1.177,-0.6,-2.1,4.150,7.24,485.3
117.643s,909,1,0.0,0.00,0.00,17.50,17.38,57.12,93.83,37.97,90.4,39.636,1.836,16.37,1.221,1.177,-0.6,-2.1,4.150,7.24,485.3
117.697s,909,1,0.0,0.00,0.00,17.50,17.38,57.12,93.83,37.97,90.4,39.276,1.584,15.10,1.221,1.177,-0.6,-2.1,4.150,7.24,485.3
117.751s,909,1,0.0,0.00,0.00,17.50,17.38,57.12,93.83,37.97,90.4,39.276,1.584,15.10,1.219,1.150,-0.9,-2.1,4.150,7.24,485.3
117.805s,909,1,0.0,0.00,0.00,17.50,17.38,57.12,93.83,37.97,90.4,39.276,1.584,15.10,1.219,1.150,-0.9,-6.1,4.316,7.50,497.8
117.859s,870,1,0.0,0.00,0.00,17.50,17.38,57.12,93.83,37.97,90.4,39.276,1.584,15.10,1.219,1.150,-0.9,-6.1,4.316,7.50,497.8
117.913s,870,1,0.0,0.00,0.00,20.50,21.17,57.12,93.83,37.97,90.4,39.276,1.584,15.10,1.219,1.150,-0.9,-6.1,4.316,7.50,497.8
117.967s,870,1,0.0,0.00,0.00,20.50,21.17,57.60,93.48,46.19,90.4,39.276,1.584,15.10,1.219,1.150,-0.9,-6.1,4.316,7.50,497.8
118.021s,870,1,0.0,0.00,0.00,20.50,21.17,57.60,93.48,46.19,90.5,44.388,2.160,15.10,1.219,1.150,-0.9,-6.1,4.316,7.50,497.8
118.075s,870,1,0.0,0.00,0.00,20.50,21.17,57.60,93.48,46.19,90.5,44.388,2.160,20.48,1.206,1.168,-0.9,-6.1,4.316,7.50,497.8
118.129s,870,1,0.0,0.00,0.00,20.50,21.17,57.60,93.48,46.19,90.5,44.388,2.160,20.48,1.206,1.168,-0.9,0.4,5.750,18.08,497.8
118.183s,813,1,0.0,0.00,0.00,20.50,21.17,57.60,93.48,46.19,90.5,44.388,2.160,20.48,1.206,1.168,-0.9,0.4,5.750,18.08,498.8
118.237s,813,1,0.0,0.00,0.00,19.84,21.17,57.60,93.48,46.19,90.5,44.388,2.160,20.48,1.206,1.168,-0.9,0.4,5.750,18.08,498.8
118.291s,813,1,0.0,0.00,0.00,19.84,19.60,58.20,93.48,46.19,90.5,44.388,2.160,20.48,1.206,1.168,-0.9,0.4,5.750,18.08,498.8
118.345s,813,1,0.0,0.00,0.00,19.84,19.60,58.20,93.48,48.28,90.7,48.276,2.412,20.48,1.206,1.168,-0.9,0.4,5.750,18.08,498.8
118.399s,813,1,0.0,0.00,0.00,19.84,19.60,58.20,93.48,48.28,90.7,48.276,2.412,25.65,1.201,1.248,-0.9,0.4,5.750,18.08,498.8
118.453s,813,1,0.0,0.00,0.00,19.84,19.60,58.20,93.48,48.28,90.7,48.276,2.412,25.65,1.201,1.248,-0.8,2.2,6.026,18.08,498.8
118.507s,822,1,0.0,0.00,0.00,19.84,19.60,58.20,93.48,48.28,90.7,48.276,2.412,25.65,1.201,1.248,-0.8,2.2,6.026,17.95,497.5
118.561s,822,1,0.0,0.00,0.00,19.84,19.60,58.20,93.48,48.28,90.7,48.276,2.412,25.65,1.201,1.248,-0.8,2.2,6.026,17.95,497.5
118.615s,822,1,0.0,0.00,0.00,19.53,20.10,58.09,93.48,48.28,90.7,48.276,2.412,25.65,1.201,1.248,-0.8,2.2,6.026,17.95,497.5
118.669s,822,1,0.0,0.00,0.00,19.53,20.10,58.09,93.48,50.91,90.7,45.936,2.412,25.65,1.201,1.248,-0.8,2.2,6.026,17.95,497.5
118.723s,822,1,0.0,0.00,0.00,19.53,20.10,58.09,93.48,50.91,90.7,45.936,2.016,20.95,1.207,1.248,-0.8,2.2,6.026,17.95,497.5
118.777s,822,1,0.0,0.00,0.00,19.53,20.10,58.09,93.48,50.91,90.7,45.936,2.016,20.95,1.207,1.227,-0.8,1.7,6.026,17.95,497.5
118.831s,865,1,0.0,0.00,0.00,19.53,20.10,58.09,93.48,50.91,90.7,45.936,2.016,20.95,1.207,1.227,-0.8,1.7,4.938,8.98,496.8
118.885s,865,1,0.0,0.00,0.00,19.53,20.10,58.09,93.48,50.91,90.7,45.936,2.016,20.95,1.207,1.227,-0.8,1.7,4.938,8.98,496.8
118.939s,865,1,0.0,0.00,0.00,19.06,19.06,57.67,93.48,50.91,90.7,45.936,2.016,20.95,1.207,1.227,-0.8,1.7,4.938,8.98,496.8
118.993s,865,1,0.0,0.00,0.00,19.06,19.06,57.67,93.83,45.44,90.5,45.936,2.016,20.95,1.207,1.227,-0.8,1.7,4.938,8.98,496.8
119.047s,865,1,0.0,0.00,0.00,19.06,19.06,57.67,93.83,45.44,90.5,42.444,2.088,19.34,1.207,1.227,-0.8,1.7,4.938,8.98,496.8
119.101s,865,1,0.0,0.00,0.00,19.06,19.06,57.67,93.83,45.44,90.5,42.444,2.088,19.34,1.214,1.193,-0.8,0.0,4.938,8.98,496.8
119.155s,865,1,0.0,0.00,0.00,19.06,19.06,57.67,93.83,45.44,90.5,42.444,2.088,19.34,1.214,1.193,-0.8,0.0,5.155,7.54,499.4
119.209s,867,1,0.0,0.00,0.00,19.06,19.06,57.67,93.83,45.44,90.5,42.444,2.088,19.34,1.214,1.193,-0.8,0.0,5.155,7.54,499.4
119.263s,867,1,0.0,0.00,0.00,19.21,19.06,57.67,93.83,45.44,90.5,42.444,2.088,19.34,1.214,1.193,-0.8,0.0,5.155,7.54,499.4
119.317s,867,1,0.0,0.00,0.00,19.21,19.06,57.61,93.83,45.58,90.5,42.444,2.088,19.34,1.214,1.193,-0.8,0.0,5.155,7.54,499.4
